"bulstrode","lydgate","vincy","casaubon","chettam","others","date"
0.3955,0.306125,0.0671666666666667,0.122125,0.05975,0.06625,2023-12-07
0.3955,0.306125,0.0671666666666667,0.122125,0.05975,0.06625,2023-12-08
0.391875,0.3,0.0691666666666667,0.125,0.059375,0.07175,2023-12-09
0.392142857142857,0.300285714285714,0.072,0.126142857142857,0.058,0.072,2023-12-10
0.382125,0.309,0.086,0.123875,0.05225,0.07775,2023-12-11
0.373,0.312142857142857,0.09775,0.125,0.0518571428571429,0.0822857142857143,2023-12-12
0.374875,0.309,0.105833333333333,0.121375,0.04575,0.069875,2023-12-13
0.373428571428571,0.311571428571429,0.105833333333333,0.119,0.0435714285714286,0.062,2023-12-14
0.3655,0.312,0.1116,0.123666666666667,0.0413333333333333,0.0646666666666667,2023-12-15
0.368571428571429,0.315,0.110333333333333,0.122,0.0392857142857143,0.0608571428571429,2023-12-16
0.372375,0.3195,0.109,0.114375,0.036,0.066,2023-12-17
0.3719,0.3167,0.113222222222222,0.1118,0.0364444444444444,0.0642,2023-12-18
0.378375,0.313375,0.111125,0.10875,0.0308571428571429,0.0605,2023-12-19
0.379285714285714,0.311571428571429,0.114571428571429,0.107428571428571,0.0308333333333333,0.0595714285714286,2023-12-20
0.3764,0.3172,0.1116,0.1026,0.03325,0.0638,2023-12-21
0.3764,0.3172,0.1116,0.1026,0.03325,0.0638,2023-12-22
0.3764,0.3172,0.1116,0.1026,0.03325,0.0638,2023-12-23
0.37375,0.31325,0.1135,0.10025,0.0353333333333333,0.07025,2023-12-24
0.37,0.3055,0.128,0.1015,0.038,0.057,2023-12-25
0.37,0.3055,0.128,0.1015,0.038,0.057,2023-12-26
0.37,0.3055,0.128,0.1015,0.038,0.057,2023-12-27
0.37,0.3055,0.128,0.1015,0.038,0.057,2023-12-28
0.37,0.3055,0.128,0.1015,0.038,0.057,2023-12-29
0.318,0.341,0.177,0.088,0.029,0.049,2023-12-30
0.318,0.341,0.177,0.088,0.029,0.049,2023-12-31
0.318,0.341,0.177,0.088,0.029,0.049,2024-01-01
0.318,0.341,0.177,0.088,0.029,0.049,2024-01-02
0.318,0.341,0.177,0.088,0.029,0.049,2024-01-03
0.316,0.329333333333333,0.187666666666667,0.0783333333333333,0.029,0.0703333333333333,2024-01-04
0.316,0.329333333333333,0.187666666666667,0.0783333333333333,0.029,0.0703333333333333,2024-01-05
0.322,0.3265,0.18325,0.0725,0.029,0.082,2024-01-06
0.323333333333333,0.321666666666667,0.185333333333333,0.0673333333333333,0.029,0.093,2024-01-07
0.3275,0.32375,0.189,0.0655,0.029,0.08725,2024-01-08
0.3275,0.32375,0.189,0.0655,0.029,0.08725,2024-01-09
0.320428571428571,0.32,0.189428571428571,0.0717142857142857,0.029,0.0944285714285714,2024-01-10
0.32425,0.3185,0.189625,0.0715,0.029,0.092625,2024-01-11
0.327333333333333,0.316833333333333,0.1885,0.0708333333333333,0.029,0.0965,2024-01-12
0.318571428571429,0.323,0.190714285714286,0.0691428571428571,0.029,0.0985714285714286,2024-01-13
0.314285714285714,0.321857142857143,0.193571428571429,0.0712857142857143,0.029,0.0975714285714286,2024-01-14
0.315,0.321333333333333,0.191777777777778,0.0773333333333333,0.029,0.0934444444444444,2024-01-15
0.312,0.318222222222222,0.189111111111111,0.0766666666666667,0.029,0.102888888888889,2024-01-16
0.311,0.3165,0.1943,0.0747,0.029,0.1025,2024-01-17
0.3115,0.31975,0.196875,0.070625,0.029,0.1,2024-01-18
0.305857142857143,0.321428571428571,0.197714285714286,0.0707142857142857,0.029,0.102857142857143,2024-01-19
0.309625,0.324,0.195375,0.07,0.029,0.09975,2024-01-20
0.315857142857143,0.318857142857143,0.194142857142857,0.0715714285714286,0.029,0.0981428571428571,2024-01-21
0.31575,0.3235,0.197625,0.07175,0.029,0.0915,2024-01-22
0.315166666666667,0.324833333333333,0.201666666666667,0.0628333333333333,0.029,0.0956666666666667,2024-01-23
0.310714285714286,0.339714285714286,0.198,0.0637142857142857,0.029,0.0881428571428571,2024-01-24
0.312166666666667,0.346166666666667,0.190833333333333,0.0648333333333333,0.029,0.0863333333333333,2024-01-25
0.312666666666667,0.341666666666667,0.191333333333333,0.0658333333333333,0.041,0.0818333333333333,2024-01-26
0.313142857142857,0.343,0.188714285714286,0.0685714285714286,0.0395,0.0754285714285714,2024-01-27
0.31125,0.342875,0.191375,0.0692857142857143,0.0395,0.084125,2024-01-28
0.3118,0.344,0.1934,0.068125,0.0395,0.0875,2024-01-29
0.311625,0.34675,0.19025,0.067,0.0395,0.09,2024-01-30
0.309888888888889,0.348888888888889,0.191555555555556,0.0652857142857143,0.0395,0.089,2024-01-31
0.313875,0.342625,0.1965,0.0726666666666667,0.0395,0.081375,2024-02-01
0.313875,0.342625,0.1965,0.0726666666666667,0.0395,0.081375,2024-02-02
0.310444444444444,0.345444444444444,0.199888888888889,0.0763333333333333,0.0305,0.0854444444444444,2024-02-03
0.30975,0.34475,0.20325,0.0746,0.023,0.0915,2024-02-04
0.309142857142857,0.343428571428571,0.206714285714286,0.0766,0.023,0.0812857142857143,2024-02-05
0.3072,0.3414,0.2088,0.08075,0.023,0.0734,2024-02-06
0.310428571428571,0.340857142857143,0.203285714285714,0.0858333333333333,0.023,0.0688571428571429,2024-02-07
0.312833333333333,0.336666666666667,0.2035,0.092,0.023,0.0668333333333333,2024-02-08
0.314333333333333,0.332166666666667,0.207333333333333,0.0895,0.023,0.083,2024-02-09
0.317125,0.332125,0.203625,0.0915,0.023,0.07575,2024-02-10
0.323714285714286,0.325428571428571,0.199571428571429,0.0938333333333333,0.023,0.0711428571428571,2024-02-11
0.320888888888889,0.331111111111111,0.200111111111111,0.089875,0.023,0.0693333333333333,2024-02-12
0.321,0.33125,0.198875,0.0912857142857143,0.023,0.0705,2024-02-13
0.323666666666667,0.333777777777778,0.198333333333333,0.08575,0.023,0.0693333333333333,2024-02-14
0.321111111111111,0.336111111111111,0.202111111111111,0.0842857142857143,0.023,0.0763333333333333,2024-02-15
0.321111111111111,0.336111111111111,0.202111111111111,0.0842857142857143,0.023,0.0763333333333333,2024-02-16
0.321888888888889,0.339888888888889,0.200333333333333,0.082875,0.027,0.0623333333333333,2024-02-17
0.320857142857143,0.342142857142857,0.202571428571429,0.0786666666666667,0.027,0.0647142857142857,2024-02-18
0.320857142857143,0.349285714285714,0.205428571428571,0.072,0.027,0.0604285714285714,2024-02-19
0.3248,0.3486,0.2068,0.069,0.027,0.0594,2024-02-20
0.326125,0.339125,0.205,0.065,0.027,0.077625,2024-02-21
0.323428571428571,0.337,0.206571428571429,0.0686,0.027,0.0801428571428571,2024-02-22
0.3295,0.337166666666667,0.208833333333333,0.061,0.02,0.0666666666666667,2024-02-23
0.328285714285714,0.334,0.214857142857143,0.0588333333333333,0.02,0.0662857142857143,2024-02-24
0.327571428571429,0.332714285714286,0.213857142857143,0.0583333333333333,0.013,0.0735714285714286,2024-02-25
0.327,0.329888888888889,0.213444444444444,0.06,0.013,0.0812222222222222,2024-02-26
0.326333333333333,0.329444444444444,0.211555555555556,0.06,0.013,0.0908888888888889,2024-02-27
0.3263,0.3297,0.2087,0.0607142857142857,0.013,0.0912,2024-02-28
0.326625,0.333375,0.208,0.0601666666666667,0.013,0.085,2024-02-29
0.326625,0.333375,0.208,0.0601666666666667,0.013,0.085,2024-03-01
0.327625,0.324875,0.20925,0.0623333333333333,0.013,0.091375,2024-03-02
0.328571428571429,0.326285714285714,0.203285714285714,0.0652,0.013,0.0952857142857143,2024-03-03
0.334875,0.324125,0.200875,0.0592,0.013,0.104375,2024-03-04
0.338166666666667,0.3255,0.197166666666667,0.0565,0.013,0.103166666666667,2024-03-05
0.345,0.316571428571429,0.194428571428571,0.052,0.013,0.100857142857143,2024-03-06
0.348166666666667,0.314,0.196333333333333,0.0494,0.013,0.102,2024-03-07
0.3508,0.3088,0.199,0.04925,0.013,0.104,2024-03-08
0.352833333333333,0.300666666666667,0.202,0.055,0.013,0.100166666666667,2024-03-09
0.353285714285714,0.294857142857143,0.203714285714286,0.051,0.013,0.118857142857143,2024-03-10
0.3561,0.2917,0.204,0.0548333333333333,0.013,0.1152,2024-03-11
0.3565,0.28475,0.207,0.0578,0.013,0.11425,2024-03-12
0.354555555555556,0.287333333333333,0.202666666666667,0.0598333333333333,0.013,0.114333333333333,2024-03-13
0.35625,0.282375,0.205125,0.06825,0.013,0.12075,2024-03-14
0.35625,0.282375,0.205125,0.06825,0.013,0.12075,2024-03-15
0.3623,0.2856,0.2047,0.0646,0.013,0.1142,2024-03-16
0.362222222222222,0.288444444444444,0.203333333333333,0.06125,0.013,0.117888888888889,2024-03-17
0.366125,0.29375,0.19575,0.065,0.013,0.104,2024-03-18
0.3682,0.2994,0.1904,0.0666666666666667,0.013,0.1024,2024-03-19
0.366,0.299142857142857,0.194428571428571,0.0732,0.013,0.0884285714285714,2024-03-20
